counts,proportion,pair,iter,support_err,confidence_err,lift_err
1305,0.1,F12-F8,0,6.590038314176317,6.590038314176307,6.590038314176313
1305,0.1,F12-F8,1,1.4559386973180812,1.4559386973180823,1.4559386973180717
1305,0.1,F12-F8,2,4.904214559387028,4.904214559387043,4.9042145593870226
1305,0.1,F12-F8,3,2.222222222222254,2.2222222222222534,2.2222222222222534
1305,0.1,F12-F8,4,4.904214559387028,4.904214559387043,4.9042145593870226
1305,0.1,F12-F8,5,14.099616858237482,14.099616858237496,14.099616858237491
1305,0.1,F12-F8,6,22.452107279693553,22.452107279693546,22.452107279693553
1305,0.1,F12-F8,7,15.095785440612957,15.095785440612955,15.095785440612957
1305,0.1,F12-F8,8,11.877394636015367,11.87739463601536,11.87739463601537
1305,0.1,F12-F8,9,13.946360153256743,13.946360153256737,13.94636015325674
1305,0.1,F12-F8,10,13.18007662835255,13.180076628352557,13.18007662835255
1305,0.1,F12-F8,11,6.360153256705015,6.3601532567050105,6.360153256705016
1305,0.1,F12-F8,12,11.340996168582295,11.340996168582313,11.340996168582286
1305,0.1,F12-F8,13,39.846743295019124,39.84674329501913,39.846743295019124
1305,0.1,F12-F8,14,2.911877394636056,2.911877394636049,2.9118773946360546
1305,0.1,F12-F8,15,6.743295019157047,6.743295019157057,6.74329501915704
1305,0.1,F12-F8,16,14.789272030651265,14.789272030651274,14.789272030651258
1305,0.1,F12-F8,17,16.934865900383212,16.93486590038321,16.93486590038321
1305,0.1,F12-F8,18,4.061302681992272,4.061302681992267,4.061302681992272
1305,0.1,F12-F8,19,0.5363984674329123,0.5363984674329119,0.5363984674329071
1305,0.1,F12-F8,20,5.670498084291222,5.670498084291213,5.670498084291227
1305,0.1,F12-F8,21,6.053639846743266,6.0536398467432795,6.053639846743272
1305,0.1,F12-F8,22,4.44444444444438,4.4444444444443905,4.444444444444384
1305,0.1,F12-F8,23,8.58237547892713,8.582375478927128,8.582375478927124
1305,0.1,F12-F8,24,14.559386973180132,14.55938697318015,14.559386973180127
1305,0.1,F12-F8,25,13.256704980842951,13.256704980842951,13.256704980842951
1305,0.1,F12-F8,26,7.279693486590108,7.279693486590104,7.279693486590102
1305,0.1,F12-F8,27,3.0651340996167757,3.0651340996167793,3.065134099616782
1305,0.1,F12-F8,28,4.521072796934942,4.521072796934939,4.521072796934942
1305,0.1,F12-F8,29,30.651340996168503,30.651340996168503,30.651340996168496
1305,0.1,F12-F8,30,18.467432950191537,18.46743295019155,18.46743295019154
1305,0.1,F12-F8,31,2.6053639846742978,2.6053639846743,2.6053639846743
1305,0.1,F12-F8,32,7.279693486590108,7.279693486590104,7.279693486590102
1305,0.1,F12-F8,33,23.371647509578477,23.37164750957847,23.371647509578484
1305,0.1,F12-F8,34,12.030651340996098,12.030651340996108,12.030651340996098
1305,0.1,F12-F8,35,12.796934865900452,12.796934865900452,12.796934865900447
1305,0.1,F12-F8,36,8.352490421455997,8.352490421456004,8.352490421455995
1305,0.1,F12-F8,37,7.892720306513327,7.892720306513332,7.8927203065133344
1305,0.1,F12-F8,38,4.061302681992272,4.061302681992267,4.061302681992272
1305,0.1,F12-F8,39,13.026819923371585,13.026819923371576,13.026819923371589
1305,0.1,F12-F8,40,13.639846743294983,13.639846743294997,13.639846743294987
1305,0.1,F12-F8,41,11.187739463601565,11.187739463601563,11.187739463601568
1305,0.1,F12-F8,42,1.2260536398467146,1.226053639846727,1.2260536398467194
1305,0.1,F12-F8,43,10.957854406130199,10.957854406130188,10.957854406130195
1305,0.1,F12-F8,44,8.352490421455997,8.352490421456004,8.352490421455995
1305,0.1,F12-F8,45,5.363984674329464,5.363984674329465,5.36398467432946
1305,0.1,F12-F8,46,8.4291187739464,8.429118773946398,8.429118773946398
1305,0.1,F12-F8,47,11.417624521072868,11.41762452107286,11.417624521072865
1305,0.1,F12-F8,48,14.636015325670535,14.636015325670524,14.636015325670531
1305,0.1,F12-F8,49,6.283524904214632,6.2835249042146355,6.283524904214624
1305,0.1,F12-F8,50,3.141762452107359,3.1417624521073466,3.141762452107362
1305,0.1,F12-F8,51,19.463601532567086,19.463601532567075,19.463601532567086
1305,0.1,F12-F8,52,15.555555555555628,15.555555555555628,15.555555555555628
1305,0.1,F12-F8,53,9.272030651340932,9.272030651340943,9.272030651340938
1305,0.1,F12-F8,54,5.210727969348734,5.210727969348734,5.210727969348733
1305,0.1,F12-F8,55,9.578544061302615,9.578544061302615,9.578544061302614
1305,0.1,F12-F8,56,3.3716475095784704,3.371647509578471,3.3716475095784704
1305,0.1,F12-F8,57,2.222222222222254,2.2222222222222534,2.2222222222222534
1305,0.1,F12-F8,58,16.628352490421516,16.62835249042152,16.628352490421523
1305,0.1,F12-F8,59,2.681992337164689,2.6819923371646746,2.6819923371646914
1305,0.1,F12-F8,60,6.819923371647439,6.819923371647432,6.819923371647444
1305,0.1,F12-F8,61,8.888888888888824,8.88888888888882,8.888888888888824
1305,0.1,F12-F8,62,2.8352490421456644,2.835249042145674,2.835249042145674
1305,0.1,F12-F8,63,11.111111111111184,11.111111111111189,11.111111111111176
1305,0.1,F12-F8,64,17.31800766283532,17.318007662835335,17.31800766283531
1305,0.1,F12-F8,65,1.3026819923371065,1.3026819923371018,1.3026819923371111
1305,0.1,F12-F8,66,17.088122605363953,17.08812260536396,17.08812260536396
1305,0.1,F12-F8,67,13.486590038314253,13.486590038314247,13.486590038314258
1305,0.1,F12-F8,68,1.4559386973180812,1.4559386973180823,1.4559386973180717
1305,0.1,F12-F8,69,14.559386973180132,14.55938697318015,14.559386973180127
1305,0.1,F12-F8,70,14.559386973180132,14.55938697318015,14.559386973180127
1305,0.1,F12-F8,71,18.467432950191537,18.46743295019155,18.46743295019154
1305,0.1,F12-F8,72,2.4521072796935566,2.4521072796935504,2.4521072796935615
1305,0.1,F12-F8,73,0.6130268199233041,0.6130268199233059,0.6130268199232987
1305,0.1,F12-F8,74,12.030651340996098,12.030651340996108,12.030651340996098
1305,0.1,F12-F8,75,0.8429118773946708,0.8429118773946609,0.8429118773946731
1305,0.1,F12-F8,76,7.203065134099547,7.203065134099555,7.203065134099545
1305,0.1,F12-F8,77,0.3831417624521714,0.38314176245216236,0.3831417624521685
1305,0.1,F12-F8,78,14.789272030651265,14.789272030651274,14.789272030651258
1305,0.1,F12-F8,79,13.639846743294983,13.639846743294997,13.639846743294987
1305,0.1,F12-F8,80,1.2260536398467146,1.226053639846727,1.2260536398467194
1305,0.1,F12-F8,81,12.2605363984674,12.260536398467407,12.260536398467407
1305,0.1,F12-F8,82,12.2605363984674,12.260536398467407,12.260536398467407
1305,0.1,F12-F8,83,8.888888888888824,8.88888888888882,8.888888888888824
1305,0.1,F12-F8,84,5.900383141762525,5.900383141762512,5.900383141762522
1305,0.1,F12-F8,85,26.819923371647448,26.81992337164744,26.819923371647448
1305,0.1,F12-F8,86,17.39463601532571,17.394636015325705,17.394636015325712
1305,0.1,F12-F8,87,8.812260536398432,8.812260536398444,8.812260536398433
1305,0.1,F12-F8,88,9.808429118773983,9.80842911877397,9.808429118773978
1305,0.1,F12-F8,89,7.662835249042216,7.662835249042227,7.662835249042227
1305,0.1,F12-F8,90,16.168582375478845,16.168582375478866,16.168582375478838
1305,0.1,F12-F8,91,8.659003831417703,8.659003831417696,8.659003831417705
1305,0.1,F12-F8,92,22.911877394636054,22.911877394636047,22.911877394636058
1305,0.1,F12-F8,93,6.819923371647439,6.819923371647432,6.819923371647444
1305,0.1,F12-F8,94,5.900383141762525,5.900383141762512,5.900383141762522
1305,0.1,F12-F8,95,12.030651340996098,12.030651340996108,12.030651340996098
1305,0.1,F12-F8,96,0.3831417624521714,0.38314176245216236,0.3831417624521685
1305,0.1,F12-F8,97,3.2950191570880785,3.295019157088077,3.2950191570880896
1305,0.1,F12-F8,98,1.0727969348659736,1.0727969348659585,1.0727969348659696
1305,0.1,F12-F8,99,0.5363984674329123,0.5363984674329119,0.5363984674329071
3198,0.3,F0-F8,0,1.0631644777986111,1.0631644777986193,1.0631644777986022
3198,0.3,F0-F8,1,9.88117573483426,9.881175734834265,9.881175734834247
3198,0.3,F0-F8,2,7.848655409631024,7.848655409631024,7.848655409631025
3198,0.3,F0-F8,3,6.504065040650403,6.504065040650399,6.504065040650402
3198,0.3,F0-F8,4,6.504065040650403,6.504065040650399,6.504065040650402
3198,0.3,F0-F8,5,5.972482801751114,5.9724828017511165,5.972482801751113
3198,0.3,F0-F8,6,3.064415259537221,3.06441525953722,3.064415259537225
3198,0.3,F0-F8,7,0.1563477173232925,0.15634771732328934,0.15634771732329816
3198,0.3,F0-F8,8,3.814884302689143,3.814884302689138,3.814884302689154
3198,0.3,F0-F8,9,3.5021888680425577,3.50218886804257,3.5021888680425572
3198,0.3,F0-F8,10,7.723577235772392,7.723577235772397,7.7235772357723915
3198,0.3,F0-F8,11,2.313946216385264,2.3139462163852573,2.31394621638527
3198,0.3,F0-F8,12,1.938711694809268,1.9387116948092649,1.9387116948092673
3198,0.3,F0-F8,13,1.626016260162579,1.6260162601625858,1.626016260162568
3198,0.3,F0-F8,14,0.6253908692933263,0.6253908692933245,0.625390869293334
3198,0.3,F0-F8,15,1.7510944340212788,1.7510944340212795,1.7510944340212786
3198,0.3,F0-F8,16,2.188868042526564,2.1888680425265745,2.18886804252656
3198,0.3,F0-F8,17,2.5953721075672567,2.595372107567252,2.595372107567266
3198,0.3,F0-F8,18,8.692933083176984,8.692933083176985,8.692933083176987
3198,0.3,F0-F8,19,4.62789243277051,4.627892432770504,4.627892432770502
3198,0.3,F0-F8,20,8.03627267041898,8.036272670418976,8.036272670418988
3198,0.3,F0-F8,21,5.37836147592245,5.378361475922444,5.3783614759224445
3198,0.3,F0-F8,22,2.7829893683552283,2.7829893683552256,2.7829893683552287
3198,0.3,F0-F8,23,0.6879299562226676,0.6879299562226714,0.6879299562226635
3198,0.3,F0-F8,24,0.6253908692933263,0.6253908692933245,0.625390869293334
3198,0.3,F0-F8,25,1.375859912445283,1.375859912445276,1.3758599124452886
3198,0.3,F0-F8,26,1.626016260162579,1.6260162601625858,1.626016260162568
3198,0.3,F0-F8,27,4.8155096935584645,4.815509693558477,4.815509693558465
3198,0.3,F0-F8,28,11.757348342714169,11.757348342714181,11.757348342714161
3198,0.3,F0-F8,29,8.880550343964938,8.880550343964936,8.880550343964936
3198,0.3,F0-F8,30,0.5003126954346263,0.5003126954346306,0.5003126954346235
3198,0.3,F0-F8,31,2.9706066291431825,2.970606629143177,2.970606629143192
3198,0.3,F0-F8,32,0.06253908692935867,0.06253908692935807,0.0625390869293681
3198,0.3,F0-F8,33,2.313946216385264,2.3139462163852573,2.31394621638527
3198,0.3,F0-F8,34,1.626016260162579,1.6260162601625858,1.626016260162568
3198,0.3,F0-F8,35,1.5634771732332378,1.5634771732332389,1.5634771732332389
3198,0.3,F0-F8,36,4.534083802376472,4.534083802376483,4.534083802376469
3198,0.3,F0-F8,37,3.627267041901188,3.627267041901186,3.6272670419011908
3198,0.3,F0-F8,38,2.313946216385264,2.3139462163852573,2.31394621638527
3198,0.3,F0-F8,39,5.753595997498481,5.753595997498481,5.753595997498472
3198,0.3,F0-F8,40,2.2201375859912433,2.220137585991237,2.22013758599125
3198,0.3,F0-F8,41,0.1250781738587,0.125078173858705,0.12507817385869766
3198,0.3,F0-F8,42,0.8755472170106221,0.8755472170106231,0.8755472170106136
3198,0.3,F0-F8,43,6.128830519074406,6.128830519074406,6.128830519074398
3198,0.3,F0-F8,44,1.8136335209506373,1.813633520950649,1.813633520950634
3198,0.3,F0-F8,45,0.06253908692935867,0.06253908692935807,0.0625390869293681
3198,0.3,F0-F8,46,0.3439649781113338,0.34396497811133014,0.34396497811133825
3198,0.3,F0-F8,47,3.5959974984365086,3.595997498436502,3.5959974984365006
3198,0.3,F0-F8,48,1.0944340212632906,1.0944340212632928,1.0944340212632928
3198,0.3,F0-F8,49,3.971232020012504,3.971232020012516,3.971232020012503
3198,0.3,F0-F8,50,1.532207629768645,1.5322076297686544,1.5322076297686382
3198,0.3,F0-F8,51,1.282051282051245,1.2820512820512446,1.2820512820512557
3198,0.3,F0-F8,52,0.1563477173232925,0.15634771732328934,0.15634771732329816
3198,0.3,F0-F8,53,1.1882426516573112,1.188242651657313,1.1882426516573128
3198,0.3,F0-F8,54,3.033145716072524,3.0331457160725352,3.0331457160725215
3198,0.3,F0-F8,55,3.40838023764852,3.4083802376485277,3.4083802376485117
3198,0.3,F0-F8,56,4.096310193871135,4.096310193871132,4.096310193871137
3198,0.3,F0-F8,57,3.1582238899312243,3.158223889931218,3.158223889931232
3198,0.3,F0-F8,58,4.62789243277051,4.627892432770504,4.627892432770502
3198,0.3,F0-F8,59,12.351469668542851,12.351469668542844,12.351469668542855
3198,0.3,F0-F8,60,4.721701063164462,4.721701063164456,4.721701063164458
3198,0.3,F0-F8,61,0.3439649781113338,0.34396497811133014,0.34396497811133825
3198,0.3,F0-F8,62,1.7510944340212788,1.7510944340212795,1.7510944340212786
3198,0.3,F0-F8,63,12.976860537836144,12.976860537836135,12.976860537836139
3198,0.3,F0-F8,64,4.565353345841169,4.565353345841167,4.565353345841173
3198,0.3,F0-F8,65,5.784865540963073,5.784865540963076,5.784865540963073
3198,0.3,F0-F8,66,2.5953721075672567,2.595372107567252,2.595372107567266
3198,0.3,F0-F8,67,0.31269543464665445,0.31269543464665667,0.31269543464664773
3198,0.3,F0-F8,68,1.626016260162579,1.6260162601625858,1.626016260162568
3198,0.3,F0-F8,69,4.283927454659177,4.283927454659174,4.283927454659177
3198,0.3,F0-F8,70,6.441525953721078,6.441525953721074,6.441525953721085
3198,0.3,F0-F8,71,5.6597873671044425,5.659787367104438,5.659787367104439
3198,0.3,F0-F8,72,17.979987492182616,17.97998749218261,17.979987492182616
3198,0.3,F0-F8,73,7.535959974984352,7.535959974984356,7.535959974984352
3198,0.3,F0-F8,74,0.6253908692933263,0.6253908692933245,0.625390869293334
3198,0.3,F0-F8,75,2.7517198248905315,2.751719824890541,2.7517198248905257
3198,0.3,F0-F8,76,0.6253908692933263,0.6253908692933245,0.625390869293334
3198,0.3,F0-F8,77,9.0368980612883,9.036898061288303,9.0368980612883
3198,0.3,F0-F8,78,5.3158223889931255,5.315822388993119,5.315822388993127
3198,0.3,F0-F8,79,0.6253908692933263,0.6253908692933245,0.625390869293334
3198,0.3,F0-F8,80,5.003126954346454,5.003126954346452,5.003126954346453
3198,0.3,F0-F8,81,2.845528455284552,2.8455284552845614,2.845528455284546
3198,0.3,F0-F8,82,4.534083802376472,4.534083802376483,4.534083802376469
3198,0.3,F0-F8,83,8.943089430894297,8.943089430894306,8.943089430894293
3198,0.3,F0-F8,84,2.6579111944965974,2.65791119449661,2.6579111944965956
3198,0.3,F0-F8,85,9.631019387116964,9.631019387116964,9.631019387116968
3198,0.3,F0-F8,86,6.128830519074406,6.128830519074406,6.128830519074398
3198,0.3,F0-F8,87,3.40838023764852,3.4083802376485277,3.4083802376485117
3198,0.3,F0-F8,88,2.0325203252032713,2.032520325203274,2.0325203252032744
3198,0.3,F0-F8,89,2.0325203252032713,2.032520325203274,2.0325203252032744
3198,0.3,F0-F8,90,1.626016260162579,1.6260162601625858,1.626016260162568
3198,0.3,F0-F8,91,3.3458411507192127,3.345841150719214,3.3458411507192207
3198,0.3,F0-F8,92,5.37836147592245,5.378361475922444,5.3783614759224445
3198,0.3,F0-F8,93,1.0006253908692526,1.0006253908692502,1.0006253908692597
3198,0.3,F0-F8,94,1.282051282051245,1.2820512820512446,1.2820512820512557
3198,0.3,F0-F8,95,6.066291432145048,6.066291432145048,6.066291432145056
3198,0.3,F0-F8,96,6.128830519074406,6.128830519074406,6.128830519074398
3198,0.3,F0-F8,97,1.1569731081926147,1.1569731081926173,1.1569731081926093
3198,0.3,F0-F8,98,0.03126954346466197,0.031269543464662326,0.03126954346465192
3198,0.3,F0-F8,99,2.5953721075672567,2.595372107567252,2.595372107567266
